Breed,YR,Category,Tool Tip,Count,Product
Poodle,9.0,Vet Visit,Annual Check Up,1,Hepatic 
Poodle,9.0,Medication,"Liver support, weight management",1,URINARY SO Aging 7+ 
Poodle,10.0,Diet,Senior diet with joint support,1,Joint Care Loaf in Sauce Canned Dog Food
Poodle,10.0,Condition,"Cancer, urinary problems",1,Poodle 8+
Poodle,10.0,Vet Visit,,1,Poodle Pouch Wet Food 
Poodle,10.333333333333334,Vet Visit,,1,Poodle Pouch Wet Food 
Poodle,10.666666666666666,Vet Visit,,1,Poodle Pouch Wet Food 
Poodle,10.0,Medication,Chemotherapy (if applicable),1,URINARY SO Aging 7+ 
Poodle,11.0,Diet,Soft food (if dental issues),1,Poodle Pouch Wet Food 
Poodle,11.0,Condition,"Heart disease, severe arthritis",1,Poodle 8+
Poodle,11.0,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,11.333333333333334,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,11.666666666666666,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,11.0,Medication,"Heart meds, pain relief",1,Early Cardiac 
Poodle,12.0,Diet,Caloric intake adjusted,1,Poodle Pouch Wet Food 
Poodle,12.0,Condition,General health monitoring required,1,Poodle 8+
Poodle,12.0,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,12.333333333333334,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,12.666666666666666,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,12.0,Medication,Various supportive meds,1,
Poodle,13.0,Diet,Nutrient-rich diets (easy to chew),1,Poodle Pouch Wet Food 
Poodle,13.0,Condition,Multiple health issues likely,1,Poodle 8+
Poodle,13.0,Vet Visit,Annual Check Up,1,Large Breed Aging 8+ Senior 
Poodle,13.0,Medication,"Palliative care, pain mgmt",1,
Poodle,14.0,Diet,Highly digestible diet for seniors,1,Poodle Pouch Wet Food 
Poodle,14.0,Condition,"Organ failure, severe arthritis",1,Poodle 8+
Poodle,14.0,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,14.333333333333334,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,14.666666666666666,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,14.0,Medication,Organ support medications,1,Mature Adult in Gel Canned Dog Food
Poodle,15.0,Condition,End of life considerations,1,Poodle 8+
Poodle,15.0,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,15.333333333333334,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,15.666666666666666,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,15.0,Medication,Comfort care medications,1,Mature Adult in Gel Canned Dog Food
Poodle,16.0,Condition,"Severe mobility issues, advanced core diseases",1,Poodle 8+
Poodle,16.0,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,16.25,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,16.5,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,16.75,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,16.0,Medication,"Pain management, hospice care",1,Mature Adult in Gel Canned Dog Food
Poodle,17.0,Condition,Multiple organ dysfunction,1,Large Breed Aging 8+ Senior 
Poodle,17.0,Vet Visit,,1,Mature Adult in Gel Canned Dog Food
Poodle,17.25,Vet Visit,,1,Mature Adult in Gel Canned Dog Food
Poodle,17.5,Vet Visit,,1,Mature Adult in Gel Canned Dog Food
Poodle,17.75,Vet Visit,,1,Mature Adult in Gel Canned Dog Food
Poodle,17.0,Medication,Supportive care medications,1,
Poodle,18.0,Condition,"End-of-life concerns, potential palliative care needs",1,Poodle 8+
Poodle,18.0,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,18.25,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,18.5,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,18.75,Vet Visit,,1,Large Breed Aging 8+ Senior 
Poodle,18.0,Medication,Comfort medications,1,Mature Adult in Gel Canned Dog Food
Lab,0.0,Diet,Puppy,1,Labrador Retriever Puppy Breed Health Nutrition 
Lab,0.0,Condition,Shots/Vaccinations,1,Puppy - Dry
Lab,0.0,Vet Visit,,1,
Lab,0.25,Vet Visit,,1,
Lab,0.5,Vet Visit,,1,
Lab,0.75,Vet Visit,,1,
Lab,1.0,Diet,High-quality adult dog food,1,Labrador Retriever - Dry
Lab,1.0,Vet Visit,,1,
Lab,1.5,Vet Visit,,1,
Lab,2.0,Vet Visit,,1,
Lab,2.5,Vet Visit,,1,
Lab,3.0,Condition,Dental issues,1,Large Dental Care Dry Dog Food
Lab,3.0,Vet Visit,,1,Weight Control Large Dog 
Lab,3.5,Vet Visit,,1,Weight Control Large Dog 
Lab,3.0,Medication,Dental chews,1,
Lab,4.0,Vet Visit,,1,Selected Protein PW Large Dog 
Lab,4.5,Vet Visit,,1,Selected Protein PW Large Dog 
Lab,5.0,Diet,Senior dog food may be introduced,1,Labrador Retriever 5+
Lab,5.0,Vet Visit,,1,Advanced Mobility Support + Satiety 
Lab,5.5,Vet Visit,,1,Advanced Mobility Support + Satiety 
Lab,6.0,Diet,Senior-specific diets (lower calories),1,Labrador Retriever 5+
Lab,6.0,Vet Visit,Annual Check up,1,Large Weight Care Dry
Lab,7.0,Diet,Higher-quality senior diet,1,Early Cardiac 
Lab,7.0,Condition,"Cognitive dysfunction, heart issues, Arthritis",1,Mature Consult Large Dog 
Lab,7.0,Vet Visit,,1,Labrador Retriever 5+
Lab,7.333333333333333,Vet Visit,,1,Labrador Retriever 5+
Lab,7.666666666666667,Vet Visit,,1,Labrador Retriever 5+
Lab,7.0,Medication,"Cognitive enhancers, heart medications, Supplements for Joints",1,
Lab,8.0,Diet,"Joint support formulas, weight management",1,Mature Consult Large Dog 
Lab,8.0,Condition,"Severe arthritis, urinary issues",1,Labrador Retriever 5+
Lab,8.0,Vet Visit,,1,Large Joint Care Loaf
Lab,8.25,Vet Visit,,1,Large Joint Care Loaf
Lab,8.5,Vet Visit,,1,Large Joint Care Loaf
Lab,8.75,Vet Visit,,1,Large Joint Care Loaf
Lab,8.0,Medication,"Pain relievers, urinary support",1,
Lab,9.0,Diet,Specialized diet for senior dogs,1,Renal Support + Advanced Mobility Support 
Lab,9.0,Condition,"Cancer, kidney problems",1,Labrador Retriever 5+
Lab,9.0,Vet Visit,,1,
Lab,9.25,Vet Visit,,1,
Lab,9.5,Vet Visit,,1,
Lab,9.75,Vet Visit,,1,
Lab,9.0,Medication,Chemotherapy (if applicable),1,
Lab,10.0,Diet,Soft food (if dental issues),1,Mature Adult in Gel Canned Dog Food
Lab,10.0,Condition,Severe mobility issues,1,Large Joint Care
Lab,10.0,Vet Visit,,1,
Lab,10.333333333333334,Vet Visit,,1,
Lab,10.666666666666666,Vet Visit,,1,
Lab,10.0,Medication,"Pain management, palliative care",1,
Lab,11.0,Diet,Highly digestible diet,1,Labrador Retriever Adult Loaf
Lab,11.0,Condition,"Heart disease, obesity",1,Mature Adult in Gel Canned Dog Food
Lab,11.0,Vet Visit,,1,
Lab,11.333333333333334,Vet Visit,,1,
Lab,11.666666666666666,Vet Visit,,1,
Lab,11.0,Medication,"Heart meds, dietary adjustments",1,
Lab,12.0,Condition,"Organ dysfunction, multiple health issues",1,Mature Adult in Gel Canned Dog Food
Lab,12.0,Vet Visit,,1,
Lab,12.333333333333334,Vet Visit,,1,
Lab,12.666666666666666,Vet Visit,,1,
Lab,12.0,Medication,Supportive medications,1,
Lab,13.0,Diet,Specialized diet for senior health,1,Labrador Retriever Adult Loaf
Lab,13.0,Condition,End-of-life considerations,1,Large Comfort Care Dry Dog Food
Lab,13.0,Vet Visit,,1,Comfort Care Loaf in Sauce Canned Dog Food
Lab,13.333333333333334,Vet Visit,,1,Comfort Care Loaf in Sauce Canned Dog Food
Lab,13.666666666666666,Vet Visit,,1,Comfort Care Loaf in Sauce Canned Dog Food
Lab,13.0,Medication,Comfort care medications,1,
Shih Tzu,0.0,Diet,High-quality puppy food rich in protein and fat,1,Small Breed Puppy  - Dry
Shih Tzu,0.0,Condition,"Hypoglycemia, growth monitoring, dental care",1,Shih Tzu Puppy
Shih Tzu,0.0,Vet Visit,,1,
Shih Tzu,0.25,Vet Visit,,1,
Shih Tzu,0.5,Vet Visit,,1,
Shih Tzu,0.75,Vet Visit,,1,
Shih Tzu,0.0,Medication,"Puppy vaccinations, deworming, flea prevention",1,
Shih Tzu,1.0,Diet,"Transition to adult small-breed dog food, prevent obesity.",1,Shih Tzu Adult
Shih Tzu,1.0,Condition,"Monitor for respiratory issues, dental checks",1,Small Dental Care Dry Dog Food
Shih Tzu,1.0,Vet Visit,,1,Calm Small Dog 
Shih Tzu,1.5,Vet Visit,,1,Calm Small Dog 
Shih Tzu,2.0,Condition,"Patellar luxation, dental problems",1,Small Dental Care Dry Dog Food
Shih Tzu,2.0,Vet Visit,,1,
Shih Tzu,2.5,Vet Visit,,1,
Shih Tzu,2.0,Medication,"Dental chews, joint supplements as needed",1,
Shih Tzu,3.0,Vet Visit,,1,Shih Tzu Adult
Shih Tzu,3.5,Vet Visit,,1,Shih Tzu Adult
Shih Tzu,4.0,Diet,"Maintain a high-fiber diet for digestive health, monitor calorie intake.",1,Gastrointestinal High Fiber 
Shih Tzu,4.0,Vet Visit,,1,Small Digestive Care Dry Dog Food
Shih Tzu,5.0,Vet Visit,,1,Dental Small Dog 
Shih Tzu,5.5,Vet Visit,,1,Dental Small Dog 
Shih Tzu,6.0,Diet,"Senior diet if slowing down, high fiber for digestion, adequate hydration.",1,Gastrointestinal High Fiber 
Shih Tzu,6.0,Condition,"Arthritis, increased dental issues",1,Small Digestive Care Dry Dog Food
Shih Tzu,6.0,Vet Visit,,1,
Shih Tzu,6.0,Medication,"Anti-inflammatory meds if needed, dental treats",1,
Shih Tzu,7.0,Condition,"Heart disease, worsening arthritis",1,Shih Tzu Adult 
Shih Tzu,7.0,Vet Visit,,1,
Shih Tzu,7.5,Vet Visit,,1,
Shih Tzu,7.0,Medication,"Heart health supplements, pain relief meds",1,
Shih Tzu,8.0,Diet,"Continue senior diet, easy-to-chew foods, monitor weight.",1,Small Adult 8+
Shih Tzu,8.0,Condition,"Reduced mobility, possible diabetes",1,Weight Control 
Shih Tzu,8.0,Vet Visit,,1,
Shih Tzu,8.5,Vet Visit,,1,
Shih Tzu,8.0,Medication,Medications for chronic conditions,1,
Shih Tzu,9.0,Diet,"Aging dog diet, high in fiber, moderate protein content, maintain hydration.",1,Small Adult 8+
Shih Tzu,9.0,Condition,"Dementia symptoms, severe arthritis",1,Renal Support + Advanced Mobility Support 
Shih Tzu,9.0,Vet Visit,,1,
Shih Tzu,9.333333333333334,Vet Visit,,1,
Shih Tzu,9.666666666666666,Vet Visit,,1,
Shih Tzu,9.0,Medication,"Cognitive support supplements, arthritis meds",1,
Shih Tzu,10.0,Condition,"Increased risk of cancers, kidney issues",1,Renal Support A (aromatic)
Shih Tzu,10.0,Vet Visit,,1,
Shih Tzu,10.5,Vet Visit,,1,
Shih Tzu,10.0,Medication,"Specific condition medications, kidney support",1,
Shih Tzu,11.0,Condition,"Increased risk of cancers, kidney issues",1,Joint Care Loaf in Sauce Canned Dog Food
Shih Tzu,11.0,Vet Visit,,1,
Shih Tzu,11.333333333333334,Vet Visit,,1,
Shih Tzu,11.666666666666666,Vet Visit,,1,
Shih Tzu,11.0,Medication,"Specific condition medications, kidney support",1,
Shih Tzu,12.0,Diet,"High-quality, nutrient-dense diet, consider prescription diets if chronic issues arise.",1,"Renal Support E (enticing), Small Aging 12+"
Shih Tzu,12.0,Condition,Heart and kidney disease,1,Small Aging 12+
Shih Tzu,12.0,Vet Visit,,1,
Shih Tzu,12.5,Vet Visit,,1,
Shih Tzu,12.0,Medication,Tailored medications as needed,1,
Shih Tzu,13.0,Condition,Heart and kidney disease,1,Renal Support F (flavorful)
Shih Tzu,13.0,Vet Visit,,1,
Shih Tzu,13.5,Vet Visit,,1,
Shih Tzu,13.0,Medication,Tailored medications as needed,1,
Shih Tzu,14.0,Diet,Soft and palatable foods.,1,Small Aging 12+
Shih Tzu,14.0,Condition,"Advanced mobility issues, cognitive decline",1,Renal Support T (tasty)
Shih Tzu,14.0,Vet Visit,,1,
Shih Tzu,14.333333333333334,Vet Visit,,1,
Shih Tzu,14.666666666666666,Vet Visit,,1,
Shih Tzu,14.0,Medication,"Cognitive and joint health support, specific meds",1,
Shih Tzu,15.0,Condition,"Advanced mobility issues, cognitive decline",1,Renal Support + Advanced Mobility Support
Shih Tzu,15.0,Vet Visit,,1,
Shih Tzu,15.333333333333334,Vet Visit,,1,
Shih Tzu,15.666666666666666,Vet Visit,,1,
Shih Tzu,15.0,Medication,"Cognitive and joint health support, specific meds",1,
Shih Tzu,16.0,Diet,Focus on comfort in digestion and chewing.,1,Small Aging 12+
Shih Tzu,16.0,Condition,"Severe chronic conditions, quality of life monitoring",1,Small Digestive Care Dry Dog Food
Shih Tzu,16.0,Vet Visit,,1,Advanced Mobility Support + Satiety 
Shih Tzu,16.333333333333332,Vet Visit,,1,Advanced Mobility Support + Satiety 
Shih Tzu,16.666666666666668,Vet Visit,,1,Advanced Mobility Support + Satiety 
Shih Tzu,16.0,Medication,"Palliative care meds, ongoing condition-specific medication",1,
Shih Tzu,17.0,Condition,"Severe chronic conditions, quality of life monitoring",1,Mature Adult in Gel Canned
Shih Tzu,17.0,Vet Visit,,1,Small Digestive Care Dry Dog Food
Shih Tzu,17.25,Vet Visit,,1,Small Digestive Care Dry Dog Food
Shih Tzu,17.5,Vet Visit,,1,Small Digestive Care Dry Dog Food
Shih Tzu,17.75,Vet Visit,,1,Small Digestive Care Dry Dog Food
Shih Tzu,17.0,Medication,"Palliative care meds, ongoing condition-specific medication",1,
Shih Tzu,18.0,Condition,"Severe chronic conditions, quality of life monitoring",1,Mature Adult in Gel Canned
Shih Tzu,18.0,Vet Visit,,1,
Shih Tzu,18.25,Vet Visit,,1,
Shih Tzu,18.5,Vet Visit,,1,
Shih Tzu,18.75,Vet Visit,,1,
Shih Tzu,18.0,Medication,"Palliative care meds, ongoing condition-specific medication",1,
English Bulldog,0.0,Diet,"High-quality puppy food, balanced with proteins, fats, carbs.",1,Medium Breed Puppy 
English Bulldog,0.0,Condition,"Hip dysplasia, skin allergies, respiratory issues",1,Hydrolyzed Protein Puppy 
English Bulldog,0.0,Vet Visit,,1,
English Bulldog,0.25,Vet Visit,,1,
English Bulldog,0.5,Vet Visit,,1,
English Bulldog,0.75,Vet Visit,,1,
English Bulldog,0.0,Medication,"Puppy vaccinations, parasite control",1,
English Bulldog,1.0,Diet,"Adult dog food, monitor weight. Consider grain-free if allergies present.",1,Bulldog Adult 
English Bulldog,1.0,Condition,"Hip dysplasia, obesity, skin issues",1,Hydrolyzed Protein Moderate Calorie 
English Bulldog,1.0,Vet Visit,,1,Medium Sensitive Skin Care Dry Dog Food
English Bulldog,1.3333333333333333,Vet Visit,,1,Medium Sensitive Skin Care Dry Dog Food
English Bulldog,1.6666666666666665,Vet Visit,,1,Medium Sensitive Skin Care Dry Dog Food
English Bulldog,2.0,Vet Visit,,1,
English Bulldog,2.5,Vet Visit,,1,
English Bulldog,3.0,Diet,"Weight management, introduce age-related formulas for medium breeds.",1,Weight Control Medium Dog 
English Bulldog,3.0,Condition,"Eye issues (cherry eye), Brachycephalic airway syndrome",1,Medium Adult 
English Bulldog,3.0,Vet Visit,,1,
English Bulldog,3.5,Vet Visit,,1,
English Bulldog,3.0,Medication,,1,
English Bulldog,4.0,Vet Visit,,1,
English Bulldog,5.0,Condition,"Arthritis, obesity, respiratory issues may worsen",1,Joint Care Loaf in Sauce Canned Dog Food
English Bulldog,5.0,Vet Visit,,1,
English Bulldog,5.5,Vet Visit,,1,
English Bulldog,6.0,Diet,"Senior diet if needed, monitor weight and nutritional needs",1,Hydrolyzed Protein Moderate Calorie 
English Bulldog,6.0,Condition,"Increased risk of cancer, arthritis",1,Mature Consult Medium Dog 
English Bulldog,6.0,Vet Visit,,1,Renal Support Early Consult 
English Bulldog,6.0,Medication,,1,
English Bulldog,7.0,Condition,"Heart disease, diabetes, continued joint issues",1,Gastrointestinal Low Fat + Hydrolyzed Protein 
English Bulldog,7.0,Vet Visit,,1,Renal Support + Advanced Mobility Support 
English Bulldog,7.5,Vet Visit,,1,Renal Support + Advanced Mobility Support 
English Bulldog,7.0,Medication,,1,
English Bulldog,8.0,Condition,"Reduced mobility, worsening of chronic conditions",1,Joint Care Loaf in Sauce Canned Dog Food
English Bulldog,8.0,Vet Visit,,1,
English Bulldog,8.5,Vet Visit,,1,
English Bulldog,8.0,Medication,,1,
English Bulldog,9.0,Diet,"Tailor diet closely to needs, often lower in calories, easy to chew.",1,Hydrolyzed Protein Moderate Calorie 
English Bulldog,9.0,Condition,"Increased risk of tumors, severe arthritis, dental disease",1,Medium Dental Care Dry Dog Food
English Bulldog,9.0,Vet Visit,,1,
English Bulldog,9.333333333333334,Vet Visit,,1,
English Bulldog,9.666666666666666,Vet Visit,,1,
English Bulldog,9.0,Medication,,1,
English Bulldog,10.0,Condition,Severe mobility issues,1,Adult in Gel Canned
English Bulldog,10.0,Vet Visit,,1,
English Bulldog,10.25,Vet Visit,,1,
English Bulldog,10.5,Vet Visit,,1,
English Bulldog,10.75,Vet Visit,,1,
English Bulldog,10.0,Medication,,1,
English Bulldog,11.0,Diet,Nutrient-rich diets easy to digest,1,Weight Control Medium Dog 
English Bulldog,11.0,Condition,"Heart disease, obesity",1,Mature Consult Medium Dog 
English Bulldog,11.0,Vet Visit,,1,
English Bulldog,11.25,Vet Visit,,1,
English Bulldog,11.5,Vet Visit,,1,
English Bulldog,11.75,Vet Visit,,1,
English Bulldog,11.0,Medication,,1,
English Bulldog,12.0,Condition,"Organ dysfunction, multiple health issues",1,Comfort Care Loaf in Sauce Canned Dog Food
English Bulldog,12.0,Vet Visit,,1,
English Bulldog,12.25,Vet Visit,,1,
English Bulldog,12.5,Vet Visit,,1,
English Bulldog,12.75,Vet Visit,,1,
English Bulldog,12.0,Medication,,1,
English Bulldog,13.0,Diet,Specialized diet for senior health,1,Mature Adult in Gel Canned Dog Food
English Bulldog,13.0,Condition,End-of-life considerations,1,Comfort Care Loaf in Sauce Canned Dog Food
English Bulldog,13.0,Vet Visit,,1,
English Bulldog,13.25,Vet Visit,,1,
English Bulldog,13.5,Vet Visit,,1,
English Bulldog,13.75,Vet Visit,,1,
English Bulldog,13.0,Medication,,1,
Chihuahua,0.0,Diet,"Puppy Food, Small Breed Formula",1,Small Breed Puppy - dry
Chihuahua,0.0,Condition,None,1,
Chihuahua,0.0,Vet Visit,,1,
Chihuahua,0.3333333333333333,Vet Visit,,1,
Chihuahua,0.6666666666666666,Vet Visit,,1,
Chihuahua,0.0,Medication,"Deworming, Vaccinations",1,
Chihuahua,1.0,Diet,"Puppy Food, Small Breed Formula",1,Small Breed Puppy - dry
Chihuahua,1.0,Condition,Teething,1,
Chihuahua,1.0,Vet Visit,,1,
Chihuahua,1.5,Vet Visit,,1,
Chihuahua,2.0,Diet,Transition to adult small breed food,1,Chihuahua Adult - wet
Chihuahua,2.0,Vet Visit,,1,
Chihuahua,2.5,Vet Visit,,1,
Chihuahua,3.0,Vet Visit,,1,Dental Small dog
Chihuahua,4.0,Vet Visit,,1,
Chihuahua,5.0,Condition,"Joint discomfort, dental ",1,Advanced Mobility Support
Chihuahua,5.0,Vet Visit,,1,Dental Small dog
Chihuahua,5.0,Medication,"Pain relief, dental gel",1,
Chihuahua,6.0,Condition,"Early heart murmur, arthritis",1,Early Cardiac
Chihuahua,6.0,Vet Visit,,1,
Chihuahua,6.5,Vet Visit,,1,
Chihuahua,6.0,Medication,"Glucosamine, heart support",1,
Chihuahua,7.0,Condition,"Arthritis, cataracts",1,Advanced Mobility Support
Chihuahua,7.0,Vet Visit,,1,
Chihuahua,7.5,Vet Visit,,1,
Chihuahua,7.0,Medication,"Arthritis meds, eye support",1,
Chihuahua,8.0,Diet,Transition Senior Diet  ,1,X-small Adult 8+
Chihuahua,8.0,Condition,"Dental disease, weight gain",1,Dental Small dog
Chihuahua,8.0,Vet Visit,,1,Weight Control
Chihuahua,8.5,Vet Visit,,1,Weight Control
Chihuahua,8.0,Medication,"Dental meds, weight control",1,
Chihuahua,9.0,Condition,"Joint stiffness, vision issues",1,Chihuahua Adult - wet
Chihuahua,9.0,Vet Visit,,1,Advanced Mobility Support
Chihuahua,9.5,Vet Visit,,1,Advanced Mobility Support
Chihuahua,9.0,Medication,"Joint supplements, eye support",1,
Chihuahua,10.0,Diet,Senior diet with joint supplements,1,X-small Adult 8+
Chihuahua,10.0,Condition,"Heart issues, arthritis",1,Advanced Mobility Support
Chihuahua,10.0,Vet Visit,,1,Chihuahua Adult - wet
Chihuahua,10.333333333333334,Vet Visit,,1,Chihuahua Adult - wet
Chihuahua,10.666666666666666,Vet Visit,,1,Chihuahua Adult - wet
Chihuahua,10.0,Medication,"Heart meds, anti-inflammatory",1,Early Cardiac
Chihuahua,11.0,Diet,Senior diet with low-fat content,1,X-small Adult 8+
Chihuahua,11.0,Condition,"Kidney function decline, vision loss",1,Chihuahua Adult - wet
Chihuahua,11.0,Vet Visit,,1,Renal Support  
Chihuahua,11.333333333333334,Vet Visit,,1,Renal Support  
Chihuahua,11.666666666666666,Vet Visit,,1,Renal Support  
Chihuahua,11.0,Medication,"Kidney supplements, vision support",1,
Chihuahua,12.0,Diet,Kidney-support diet,1,X-small Adult 8+
Chihuahua,12.0,Condition,"Kidney disease, dental disease",1,Chihuahua Adult - wet
Chihuahua,12.0,Vet Visit,,1,Renal Support  
Chihuahua,12.25,Vet Visit,,1,Renal Support  
Chihuahua,12.5,Vet Visit,,1,Renal Support  
Chihuahua,12.75,Vet Visit,,1,Renal Support  
Chihuahua,12.0,Medication,"Kidney meds, dental care",1,Dental Small dog
Chihuahua,13.0,Diet,"Low-protein, heart-friendly diet",1,X-small Adult 8+
Chihuahua,13.0,Condition,"Heart disease, hearing loss",1,Chihuahua Adult - wet
Chihuahua,13.0,Vet Visit,,1,Chihuahua Loaf in Sauce
Chihuahua,13.25,Vet Visit,,1,Chihuahua Loaf in Sauce
Chihuahua,13.5,Vet Visit,,1,Chihuahua Loaf in Sauce
Chihuahua,13.75,Vet Visit,,1,Chihuahua Loaf in Sauce
Chihuahua,13.0,Medication,"Heart meds, appetite stimulants",1,Early Cardiac
Chihuahua,14.0,Diet,Soft food for dental issues,1,X-small Adult 8+
Chihuahua,14.0,Condition,"Several dental disease, muscle loss",1,Chihuahua Adult - wet
Chihuahua,14.0,Vet Visit,,1,Dental Small dog
Chihuahua,14.25,Vet Visit,,1,Dental Small dog
Chihuahua,14.5,Vet Visit,,1,Dental Small dog
Chihuahua,14.75,Vet Visit,,1,Dental Small dog
Chihuahua,14.0,Medication,"Pain relief, digestive aids",1,Renal Support  
Chihuahua,15.0,Diet,"Soft food, fortified senior formula",1,Chihuahua Loaf in Sauce
Chihuahua,15.0,Condition,"Cognitive dysfunction, frailty",1,Pill Assist Small Dog
Chihuahua,15.0,Vet Visit,,1,Advanced Mobility Support
Chihuahua,15.25,Vet Visit,,1,Advanced Mobility Support
Chihuahua,15.5,Vet Visit,,1,Advanced Mobility Support
Chihuahua,15.75,Vet Visit,,1,Advanced Mobility Support
Chihuahua,15.0,Medication,"Cognitive support, mobility aids",1,
Husky,0.0,Diet,"Puppy food, high-protein",1,Medium Breed Puppy
Husky,0.0,Condition,None,1,
Husky,0.0,Vet Visit,,1,
Husky,0.3333333333333333,Vet Visit,,1,
Husky,0.6666666666666666,Vet Visit,,1,
Husky,0.0,Medication,"Vaccinations, Deworming",1,
Husky,1.0,Diet,"Puppy food, omega-3",1,Medium Breed Puppy
Husky,1.0,Condition,"Teething, growth spurts",1,
Husky,1.0,Vet Visit,,1,
Husky,1.5,Vet Visit,,1,
Husky,1.0,Medication,"Teething aids, flea prevention",1,
Husky,2.0,Diet,Transition to Adult Active Breed,1,Medium Adult
Husky,2.0,Vet Visit,,1,
Husky,2.5,Vet Visit,,1,
Husky,3.0,Vet Visit,,1,
Husky,4.0,Vet Visit,,1,Joint Care Loaf in Sauce Canned Dog Food
Husky,5.0,Condition,"Joint stiffness, dental ",1,Joint Care Loaf in Sauce Canned Dog Food
Husky,5.0,Vet Visit,,1,
Husky,5.0,Medication,"Pain relief, dental chews",1,
Husky,6.0,Vet Visit,,1,
Husky,6.5,Vet Visit,,1,
Husky,7.0,Diet,"Senior diet Transition, joint health",1,Medium Adult Aging 7+
Husky,7.0,Condition,"Arthritis, dental issues, cataracts",1,Medium Dental Care 
Husky,7.0,Vet Visit,,1,Advanced Mobility Support
Husky,7.5,Vet Visit,,1,Advanced Mobility Support
Husky,7.0,Medication,"Anti-inflammatory, dental rinse, eye care",1,Joint Care Loaf in Sauce Canned Dog Food
Husky,8.0,Condition,"Weight gain, hearing loss",1,Weight Control Large Dog
Husky,8.0,Vet Visit,,1,
Husky,8.5,Vet Visit,,1,
Husky,8.0,Medication,"Weight control, ear drops",1,
Husky,9.0,Diet,"Senior diet, fortified nutrients",1,Medium Adult Aging 7+
Husky,9.0,Condition,"Vision decline, mobility issues",1,Advanced Mobility Support
Husky,9.0,Vet Visit,,1,
Husky,9.5,Vet Visit,,1,
Husky,9.0,Medication,"Mobility aids, eye support",1,
Husky,10.0,Diet,Low-fat senior diet,1,Medium Adult Aging 10+
Husky,10.0,Condition,"Heart issues, dental disease",1,Medium Dental Care 
Husky,10.0,Vet Visit,,1,Early Cardiac
Husky,10.333333333333334,Vet Visit,,1,Early Cardiac
Husky,10.666666666666666,Vet Visit,,1,Early Cardiac
